Item Number,Item Description,List price,Product Family,Notes
CAR48031,Punching die 08mm,72.0,Collision Joining/Parts,
CAR48032,Blanking die 08mm,296.0,Collision Joining/Parts,
CAR48033,Punching die holder,96.0,Collision Joining/Parts,
CAR48034,Flow Form Die 06mm,60.0,Collision Joining/Parts,
CAR48035,FLOW FORM STAMP 06MM,111.0,Collision Joining/Accessories,
CAR48036,Integrally forming die 06mm,57.0,Collision Joining/Parts,
CAR48037,Flow Form Die 08mm,106.0,Collision Joining/Parts,
CAR48038,Flow Form Stamp 08mm,65.0,Collision Joining/Parts,
CAR48039,Integrally forming die 08mm,57.0,Collision Joining/Parts,
CAR48040,Reshaping die,87.0,Collision Joining/Parts,
CAR48041,Mandrel,157.0,Collision Joining/Parts,
CAR48042,Piercing mandrel,200.0,Collision Joining/Parts,
CAR48043,WRENCH SW16-SW20,67.0,Collision Joining/Accessories,
CAR48044,Mandrel M12,89.0,Collision Joining/Parts,
CAR48046,Mandrel M10,89.0,Collision Joining/Parts,
CAR48047,Mandrel M10 LH,89.0,Collision Joining/Parts,
CAR48048,Snap head M10,42.0,Collision Joining/Parts,
CAR48049,Mandrel M8,89.0,Collision Joining/Parts,
CAR48050,Snap head M8,42.0,Collision Joining/Parts,
CAR48051,Mandrel M6,89.0,Collision Joining/Parts,
CAR48052,Snap head M6,42.0,Collision Joining/Parts,
CAR48053,Mandrel M5,89.0,Collision Joining/Parts,
CAR48054,Snap head M5,42.0,Collision Joining/Parts,
CAR48055,Mandrel coarse thread,89.0,Collision Joining/Parts,
CAR48056,Snap head coarse thread,50.0,Collision Joining/Parts,
CAR48057,Cup,100.0,Collision Joining/Parts,
CAR48059,Rivet head 018-023 plan,132.0,Collision Joining/Parts,
CAR48060,Rivet head 023-30 plan,128.0,Collision Joining/Parts,
CAR48061,Rivet head 036-44 plan,128.0,Collision Joining/Parts,
CAR48062,Rivet head 018-023 konkav,77.0,Collision Joining/Parts,
CAR48063,Rivet head 036-044 konkav,131.0,Collision Joining/Parts,
CAR48067,RIVET STAMP 03.5MM,177.0,Collision Joining/Parts,
CAR48077,Conical grip 040-42mm,149.0,Collision Joining/Parts,
CAR48078,Ejector,309.0,Collision Joining/Parts,
CAR48079,Rivet Clamp NB 45 complete,1636.0,Collision Joining/Accessories,
CAR48080,Rivet clamp NB130 complete,2547.0,Collision Joining/Parts,
CAR48081,Rivet clamp NB240 complete,3447.0,Collision Joining/Parts,
CAR48082,Rotatable -Adoption,277.0,Collision Joining/Parts,
CAR48083,Adapter head,159.0,Collision Joining/Parts,
CAR48084,Long mandrel,193.0,Collision Joining/Parts,
CAR48086,Cable-hose assembly DN6 simpl,963.0,Collision Joining/Parts,
CAR48087,Conical grip 018-23mm,149.0,Collision Joining/Parts,
CAR48089,Conical grip 036-44mm,206.0,Collision Joining/Parts,
CAR48091,Adapter set 60kN,444.0,Collision Joining/Accessories,
CAR48097,Tool Case Rivet tool,1645.0,Collision Joining/Parts,
CAR48099,Tool case NB130 and NB240,1785.0,Collision Joining/Parts,
CAR48100,Tool case blind riveting tool,1785.0,Collision Joining/Parts,
CAR48101,Kit 1 XT2 (stamping),2107.0,Collision Joining/Accessories,
CAR48102,Kit 2 XT2 flow from rivets,1192.0,Collision Joining/Accessories,
CAR48104,Tool kit universal adaption,1970.0,Collision Joining/Accessories,
CAR48105,Tool kit blind-rivet nut,4136.0,Collision Joining/Accessories,
CAR48106,Tool kit blind rivet set,1873.0,Collision Joining/Accessories,
CAR48107,PNP90 XT2 Tool set,10283.0,Collision Joining/Accessories,
CAR48109KIT,PNP90 XT2 FULL FUNCTION RACK,16189.0,Collision Joining/Accessories,
CAR48111,Tool Kit SNW add-on kit,15409.0,Collision Joining/Accessories,
CAR48112,Blind Rivet Basic Kit 25kn,3556.0,Collision Joining/Accessories,
CAR48138,A-tong Adapter kit FS,1259.0,Collision Joining/Accessories,
CAR48139,Mounting pin cpl Al B262,252.0,Collision Straightening/Access,
CAR48140,Mounting pin cpl B263,125.0,Collision Straightening/Access,
CAR48150-B,BLIND RIVET GUN ETK WO48086-92,5376.0,Collision Straightening/Access,
CAR48151,RivKit 3 Jaguar/Landrover,2099.0,Collision Joining/Accessories,
CAR48152,Extraction die 055,100.0,Collision Joining/Accessories,
CAR48153,Closing head conical,81.0,Collision Joining/Accessories,
CAR48154,Extraction die 082 long,114.0,Collision Joining/Accessories,
CAR48155,Closing head flat,78.0,Collision Joining/Accessories,
CAR48156,Extraction mandrel 037,65.0,Collision Joining/Accessories,
CAR48157,Extraction mandrel 046,78.0,Collision Joining/Accessories,
CAR48158,Extraction mandrel 05,89.0,Collision Joining/Accessories,
CAR48159,Rivet bolt 088,114.0,Collision Joining/Accessories,
CAR48160,Extraction die 082,100.0,Collision Joining/Accessories,
CAR48161,VW Audi mandrel kit,2991.0,Collision Joining/Accessories,
CAR48162,Rivet insert P1,166.0,Collision Joining/Accessories,
CAR48163,Rivet insert P2,157.0,Collision Joining/Accessories,
CAR48164,Rivet insert P3,157.0,Collision Joining/Accessories,
CAR48165,Rivet insert P4,88.0,Collision Joining/Accessories,
CAR48166,Rivet insert P5,88.0,Collision Joining/Accessories,
CAR48167,Rivet insert P6,88.0,Collision Joining/Accessories,
CAR48168,Rivet insert P7,88.0,Collision Joining/Accessories,
CAR48169,Rivet insert P8,88.0,Collision Joining/Accessories,
CAR48170,Rivet insert R1,147.0,Collision Joining/Accessories,
CAR48171,Rivet insert R2,88.0,Collision Joining/Accessories,
CAR48172,Rivet insert R3,147.0,Collision Joining/Accessories,
CAR48173,Rivet insert R4,88.0,Collision Joining/Accessories,
CAR48174,rivet insert R5,86.0,Collision Joining/Accessories,
CAR48175,Rivet insert R6,85.0,Collision Joining/Accessories,
CAR48176,Rivet insert R7,88.0,Collision Joining/Accessories,
CAR48177,Rivet insert R8,88.0,Collision Joining/Accessories,
CAR48178,Rivet insert R9,147.0,Collision Joining/Accessories,
CAR48179,Rivet insert R10,142.0,Collision Joining/Accessories,
CAR48180,Rivet insert R11,150.0,Collision Joining/Accessories,
CAR48181,Rivet insert R12,88.0,Collision Joining/Accessories,
CAR48182,Rivet insert R13,86.0,Collision Joining/Accessories,
CAR48183,Rivet insert R14,88.0,Collision Joining/Accessories,
CAR48184,Rivet insert R15,89.0,Collision Joining/Accessories,
CAR48185,Rivet insert R16,88.0,Collision Joining/Accessories,
CAR48186,Rivet insert R17,165.0,Collision Joining/Accessories,
CAR48187,Key set SW13 SW16,94.0,Collision Joining/Accessories,
CAR48188,FORD mandrel kit,1237.0,Collision Joining/Accessories,
CAR48189,Rivet bolt 05-20/8,243.0,Collision Joining/Accessories,
CAR48190,Cavity  TDG10-220,132.0,Collision Joining/Accessories,
CAR48191,Cavity  TDP09-200,195.0,Collision Joining/Accessories,
CAR48192,Cavity TDP11-200,128.0,Collision Joining/Accessories,
CAR48193,Extraction die 055,181.0,Collision Joining/Accessories,
CAR48194,Extraction mandrel 046,245.0,Collision Joining/Accessories,
CAR48195,Cavity  TDG11-220,135.0,Collision Joining/Accessories,
CAR48196,Cavity  TDP10-200,138.0,Collision Joining/Accessories,
CAR48197,Cavity TDZ09-025,132.0,Collision Joining/Accessories,
CAR48198,Punching mandrel 037,181.0,Collision Joining/Accessories,
CAR48199,Holder-up 41mm,200.0,Collision Joining/Accessories,
CAR48200,Rivet bolt 05-20,228.0,Collision Joining/Accessories,
CAR48201,CR 200-Short Cycle A230,7767.0,Collision Joining/Spot Welding,
CAR48202,PSC-GUN SHORT CYCLE,1803.0,Collision Joining/Parts,
CAR48203,Puller for gun PSC,1534.0,Collision Joining/Consumables,
CAR48204,P4 SC Alu studs 04x40mm,361.0,Collision Joining/Consumables,
CAR48205,E 64 Electrod for RA and RAR,204.0,Collision Joining/Consumables,
CAR48206,Alum Key - Strt (50 per Bag),155.0,Collision Joining/Consumables,
CAR48207,Twisted Alum Key (50 per Bag),187.0,Collision Joining/Consumables,
CAR48208,CAN 3 L=100 150 200 mm,293.0,Collision Joining/Consumables,
CAR48210,Riveting storage cart,5270.0,Collision Joining/Accessories,
CAR48211,A TONG AND ADAPTOR KIT,4126.0,Collision Joining/Accessories,
CAR48220,Extension Tool wagon,553.0,Collision WSS/Packaging & Stor,
CAR48221,Transformator 208/220-24 UL,361.0,Collision Straightening/Parts,
CAR48231,Tool Kit BMW 25 Case,11975.0,Collision Joining/Accessories,
CAR48240,Rivet clamp kit NB130 and NB24,5693.0,Collision Joining/Accessories,
CAR48244,"PIN, 180mm",59.0,Collision Joining/Accessories,
CAR48249,Electrode minus 45 kit,478.0,Collision Joining/Accessories,
CAR48250,Electrode minus 96 kit,219.0,Collision Joining/Accessories,
CAR48251,Electrode plus 129 kit,175.0,Collision Joining/Accessories,
CAR48252,Electrode plus 180 kit,246.0,Collision Joining/Accessories,
CAR48255,Swivel bumper,41.0,Collision Joining/Parts,
CAR48256,Supportarm attachment,13.0,Collision Joining/Parts,
CAR48257,Lock ring attachment,23.0,Collision Joining/Parts,
CAR48261,Handle Parts Right,102.0,Collision Joining/Parts,
CAR48262,Handle Part Left,60.0,Collision Joining/Parts,
CAR48275,Yoke Attachment,377.0,Collision Joining/Accessories,
CAR48283,Dowel Kit B286,141.0,Collision Straightening/Access,
CAR48285,Brass Bushing,27.0,Collision Joining/Parts,
CAR48287,Locking Knob,82.0,Collision Joining/Parts,
CAR48288,Bushing 016,10.0,Collision Joining/Parts,
CAR48289,Retaining ring_6mm,4.0,Collision Joining/Parts,
CAR48290,Bayonet Mount,50.0,Collision Joining/Parts,
CAR48314,Electrode minus 15 kit,351.0,Collision Joining/Accessories,
CAR48328,Trigger Button,89.0,Collision Joining/Parts,
CAR48329,Handle Keypad,77.0,Collision Joining/Parts,
CAR48334,Signal cable assembly,444.0,Collision Joining/Parts,
CAR48336,TEMPSENSORS PWR UNIT CPI,179.0,Collision Joining/Accessories,
CAR48351,Nylon Tubing 8mm Green,10.0,Collision Joining/Parts,
CAR48359,Signal cable to HAN 9pos dsub,158.0,Collision Joining/Parts,
CAR48364,Han-Eco 6B Plastic Hood Top En,77.0,Collision Joining/Parts,
CAR48365,Han-Eco 6B Plastic Base Panel,54.0,Collision Joining/Parts,
CAR48370,Pushbutton with cables,126.0,Collision Joining/Parts,
CAR48380,WPB complete,1800.0,Collision Joining/Parts,
CAR48384,Power Unit Kit 400V/460V,3100.0,Collision Joining/Parts,
CAR48401,VW VAS PORSCHE KIT EVO3-6,11712.0,Collision Straightening/Access,
CAR48402,PORSCHE CLAMP KIT B286,607.0,Collision Straightening/Access,
CAR48416-KIT,PNP90 6T Rivet Gun Basic KIT,5256.0,Collision Joining/Accessories,
CAR48425,Lowering Valve SCV 1-2,220.0,Collision Straightening/Parts,
CAR48428,Coil SDV and SCV Q and T,194.0,Collision Straightening/Parts,
CAR48429,Valve SDV 1-2,308.0,Collision Straightening/Parts,
CAR48432,PointX gen.2 compl.,11964.0,Collision Measuring/PointX,
CAR48432-KIT,POINTX GEN 2 COMP W ADAPT KIT,14951.0,Collision Measuring/PointX,
CAR48435,PointX gen.2 extra adapter ki,264.0,Collision Measuring/Accessori,
CAR48462,MAGNETIC MAT BOLT KIT 1,327.0,Collision Straightening/Access,
CAR48467,BUSHING B156-B18,87.0,Collision Straightening/Access,
CAR48484,Power unit kit 208V,3205.0,Collision Joining/Parts,
CAR48489,Bocked lever,48.0,Collision Joining/Parts,
CAR48504,HANDLE,43.0,Collision Joining/Parts,
CAR48513,FERRIT CALIPER,8.0,Collision Joining/Accessories,
CAR48525,Hose Yoke 40 Assembly,33.0,Collision Joining/Parts,
CAR48526,Hose Yoke 80,33.0,Collision Joining/Parts,
CAR48527,Hose Yoke 350,42.0,Collision Joining/Parts,
CAR48528,Hose Yoke 500 assembly,46.0,Collision Joining/Parts,
CAR48536,Rear axle,16.0,Collision Joining/Parts,
CAR48540,Coupling 1/4? male socket,29.0,Collision Joining/Parts,
CAR48547,BULKHEAD UNION M16-08,33.0,Collision Joining/Parts,
CAR48549,ISO-TP-LOW VOLTAGE INSULATOR,17.0,Collision Joining/Accessories,
CAR48550,Tube fittings union elbow 8mm,23.0,Collision Joining/Parts,
CAR48556,Cooling pipe L=142mm,13.0,Collision Joining/Parts,
CAR48557,Cooling pipe L=194,13.0,Collision Joining/Parts,
CAR48576,Electrode kit CTR9,2384.0,Collision Joining/Accessories,
CAR48582,Power supply 400-500VAC 3Ph/24,485.0,Collision Joining/Parts,
CAR48586,Contactor 45A 24V,284.0,Collision Joining/Parts,
CAR48600,MULTIFUNCTION INTERNAL CABLE,49.0,Collision Joining/Parts,
CAR48603,Fan with cable complete,376.0,Collision Joining/Parts,
CAR48605,BUZZER W CABLE COMPLETE,92.0,Collision Joining/Accessories,
CAR48613,Rogowski coil with cable,352.0,Collision Joining/Parts,
CAR48661,Welding Electrode Holder Man 4,128.0,Collision Joining/Parts,
CAR48666,Knob Lock-Unlock,59.0,Collision Joining/Accessories,
CAR48684,Ground Electrode Knob,33.0,Collision Joining/Parts,
CAR48688,Pin Holder for Gun,33.0,Collision Joining/Parts,
CAR48704,SCREW KIT FOR EVO 3-3-2 MB,247.0,Collision Straightening/Access,
CAR48707,"COMBI SPOTTER CR235, STEEL/ALU",11266.0,Collision Joining/Spot Welding,
CAR48708,Mass tip for PSC-gun 48mm,89.0,Collision Joining/Parts,
CAR48709,Mass tip for PSC-gun 77 mm,98.0,Collision Joining/Parts,
CAR48710,Mass tip for PSC-gun 108 mm,110.0,Collision Joining/Parts,
CAR48713,WELDING KIT,1080.0,Collision Joining/Accessories,
CAR48716,Fast massa with cable,135.0,Collision Joining/Parts,
CAR48726,Panel for backside of trolley,476.0,Collision Joining/Consumables,
CAR48730,WIRE FEED ROLL 0.8.F.MOTOR,142.0,Collision Joining/Accessories,
CAR48736,Swan Neck - ML 150/161,125.0,Collision Joining/Accessories,
CAR48741,Button D=365 mm,13.0,Collision Joining/Accessories,
CAR48756,CONTACTOR 12A,167.0,Collision Joining/Parts,
CAR48762,Tube fittings straight male el,22.0,Collision Joining/Parts,
CAR48764,SCREW M5X25 ISO 7380 8.8 FZB,4.0,Collision Straightening/Access,
CAR48773,Screw M3x10 8.8 FZB,4.0,Collision Joining/Parts,
CAR48774,Screw M4x25 8.8 FZB,4.0,Collision Joining/Parts,
CAR48778,SCREW M8x35 8.8 FZB,4.0,Collision Joining/Parts,
CAR48781,Screw ISO 7380-1 M4x12 010.9,4.0,Collision Joining/Parts,
CAR48786,SPRING,19.0,Collision Joining/Parts,
CAR48788,Screw M4x20 8.8 zink plated b,4.0,Collision Joining/Parts,
CAR48794,Nylon hose Dy=48 Di=35,25.0,Collision Joining/Parts,
CAR488,Solenoid Oil Valve-Model 2C,1134.0,Collision Straightening/Parts,
CAR48807,NEGATIVE BUSS BAR CTR9,240.0,Collision Joining/Accessories,
CAR48808,Hose Yoke 80,52.0,Collision Joining/Parts,
CAR48913,Decal C-tong CTR9,23.0,Collision Joining/Parts,
CAR48914,"SIDE DECAL DTR9, LEFT",30.0,Collision Straightening/Parts,
CAR48964,Power supply 100-240V 2Ph/ 24V,388.0,Collision Joining/Parts,
CAR48989,PUB 208V HW,2034.0,Collision Joining/Parts,
CAR48993,SD CARD PRELOADED CTR9,177.0,Collision Joining/Parts,
CAR48994,HAN 40A CRIMP MODULE FEMALE,66.0,Collision Joining/Parts,
CAR49010,Control unit VM3 complete,7880.0,Collision Joining/Accessories,NO DISCOUNTS ALLOWED
CAR49038,A-Adapter  B156-A18,485.0,Collision Straightening/Access,
CAR49039,B-Adapter  B156-B17,682.0,Collision Straightening/Access,
CAR49059,"SIDE DECAL DTR9, RIGHT",30.0,Collision Straightening/Parts,
CAR49088,Quick connector,114.0,Collision Joining/Parts,
CAR49091,QUICK CONNECTOR HOSE MNT TUBE,26.0,Collision Joining/Parts,
CAR49092,Tubing Nylon 8mm Blue,9.0,Collision Joining/Parts,
CAR49093,Tubing Nylon 8mm Red,9.0,Collision Joining/Parts,
CAR49098,WELDING CABLES AWG6 LONG,266.0,Collision Joining/Accessories,
CAR49099,WELDING CABLES AWG6 SHORT,338.0,Collision Joining/Accessories,
CAR49100,Tube fittings union elbow 6mm,14.0,Collision Joining/Parts,
CAR49101,Tube fittings Plug-in elbow re,21.0,Collision Joining/Parts,
CAR49102,Tube fittings Straight Union 6,13.0,Collision Joining/Parts,
CAR49103,Tubing Polyurethane 6mm Blue,6.0,Collision Joining/Parts,
CAR49105,COOLANT PUMP SNAP-IN FITTINGS,35.0,Collision WSS/Accessories,
CAR49108,MFG adapter CTR9,174.0,Collision Joining/Parts,
CAR49124,Display kit,910.0,Collision Joining/Parts,
CAR49134,THREE PHASE CHECK CABLE PUB,25.0,Collision Joining/Parts,
CAR49151,RC-filter complete 68ohm 10W,93.0,Collision Joining/Parts,
CAR49189,C-TONG HOLDER,92.0,Collision Joining/Parts,
CAR49221,SCREW PULLER UNIT,653.0,Collision Joining/Accessories,
CAR49222,Repair kit,1400.0,Collision Joining/Parts,
CAR49225,Invertermodul,2301.0,Collision Joining/Parts,
CAR49226,Print RallyMig CPU Control,552.0,Collision Joining/Parts,
CAR49233,PCB RallyMig MMI SD,338.0,Collision Joining/Parts,
CAR49237-10,Ramp joint/Ramp end 6pcs Blue,185.0,Collision WSS/Packaging & Stor,
CAR49248,EVO BOLT KIT 1,3568.0,Collision Straightening/Access,
CAR49252,Hose Yoke 80,50.0,Collision Joining/Parts,
CAR49255,COOLING PIPE,21.0,Collision Joining/Accessories,
CAR49257,COOLING PIPE,19.0,Collision Joining/Parts,
CAR49263,SCREW WN1452 PAN HE K30x16FXB,3.0,Collision Joining/Parts,
CAR49281,PointX spare part,9137.0,Collision Measuring/PointX,
CAR49283,DOWEL KIT B289 AVENTADOR,499.0,Collision Straightening/Access,
CAR49287,Potentiometer Kit,187.0,Collision Joining/Parts,
CAR49293,Welding cable CTR9 Q.COn. 2.0,750.0,Collision Joining/Parts,
CAR49296,KEYPAD W/ PLEXI COVER,139.0,Collision Joining/Parts,
CAR49298,KEYPAD W/ PLEXI COVER,140.0,Collision Joining/Parts,
